"Sample2009","ZA","militancy"
0,0,4
0,0,3.33333325386047
0,0,4.33333349227905
0,0,2.66666674613953
0,0,3
0,0,3
0,0,2
0,0,5.66666650772095
0,0,4.33333349227905
0,0,2.66666674613953
0,0,5
0,0,5
0,0,2
0,0,3.66666674613953
0,0,3.66666674613953
0,0,4.33333349227905
0,0,2.66666674613953
0,0,6
0,0,1.33333337306976
0,0,6
0,0,5.66666650772095
0,0,2.33333325386047
0,0,3
0,0,2.33333325386047
0,0,4.33333349227905
0,0,6
0,0,1.66666662693024
0,0,5.33333349227905
0,0,5.33333349227905
0,0,4.33333349227905
0,0,2.33333325386047
0,0,1.66666662693024
0,0,3
0,0,1
0,0,2.66666674613953
0,0,4.66666650772095
0,0,2.5
0,0,2.66666674613953
0,0,6
0,0,1
0,0,4
0,0,3
0,0,3.66666674613953
0,0,5.66666650772095
0,0,3
0,0,4.66666650772095
0,0,3
0,0,3
0,0,2
0,0,4
0,0,2.66666674613953
0,0,3.66666674613953
0,0,4.66666650772095
0,0,4
0,0,3.66666674613953
0,0,6
0,0,5
0,0,1.33333337306976
0,0,2.33333325386047
0,0,3
0,0,3.66666674613953
0,0,2
0,0,5.66666650772095
0,0,3.33333325386047
0,0,5.33333349227905
0,0,3
0,0,5
0,0,3.33333325386047
0,0,3.66666674613953
0,0,1.33333337306976
0,0,5
0,0,5.33333349227905
0,0,1.33333337306976
0,0,3.66666674613953
0,0,3.66666674613953
0,0,1.66666662693024
0,0,4
0,0,4
0,0,1.33333337306976
0,0,3.66666674613953
0,0,4.33333349227905
0,0,4
0,0,3
0,0,4
0,0,3.33333325386047
0,0,4
0,0,3
0,0,6
0,0,4.66666650772095
0,0,2.33333325386047
0,0,4
0,0,4.66666650772095
0,0,3.66666674613953
0,0,2.33333325386047
0,0,4.33333349227905
0,0,4
0,0,2
0,0,2.33333325386047
0,0,3
0,0,2.66666674613953
0,0,3
0,0,2.66666674613953
0,0,2
0,0,3
0,0,3.66666674613953
0,0,3.33333325386047
0,0,4.66666650772095
0,0,4
0,0,4.33333349227905
0,0,4.33333349227905
0,0,5.33333349227905
0,0,4
0,0,3
0,0,3.33333325386047
0,0,3
0,0,6
0,0,6
0,0,2.66666674613953
0,0,1.33333337306976
0,0,3
0,0,5.33333349227905
0,0,1.33333337306976
0,0,3
0,0,6
0,0,2
0,1,4.66666650772095
0,1,5
0,1,4
0,1,4
0,1,3.33333325386047
0,1,4.33333349227905
0,1,3.33333325386047
0,1,4
0,1,4.5
0,1,4.66666650772095
0,1,5.33333349227905
0,1,2.33333325386047
0,1,5.66666650772095
0,1,2.66666674613953
0,1,3.66666674613953
0,1,2
0,1,4.33333349227905
0,1,4
0,1,4.33333349227905
0,1,3.66666674613953
0,1,6
0,1,4
0,1,5
0,1,3.33333325386047
0,1,3.66666674613953
0,1,3.66666674613953
0,1,3
0,1,2
0,1,4
0,1,2.33333325386047
0,1,4
0,1,3.66666674613953
0,1,3
0,1,3.33333325386047
0,1,6
0,1,1.66666662693024
0,1,5
0,1,6
0,1,4
0,1,3.66666674613953
0,1,3.33333325386047
0,1,5.66666650772095
0,1,2.66666674613953
0,1,3.66666674613953
0,1,4
0,1,3
0,1,4
0,1,4.33333349227905
0,1,3
0,1,6
0,1,5
0,1,2
0,1,2
0,1,4.33333349227905
0,1,4.33333349227905
0,1,3
0,1,2
0,1,2
0,1,3.66666674613953
0,1,3.33333325386047
0,1,3
0,1,3
0,1,3.33333325386047
0,1,3.66666674613953
0,1,4.33333349227905
0,1,1.66666662693024
0,1,3.66666674613953
0,1,2
0,1,2
0,1,2
0,1,3.33333325386047
0,1,4
0,1,4.33333349227905
0,1,4.66666650772095
0,1,4.33333349227905
0,1,5.66666650772095
0,1,3.33333325386047
0,1,5
0,1,5
0,1,1
0,1,4.33333349227905
0,1,4
0,1,4
0,1,4.33333349227905
0,1,5.66666650772095
0,1,6
0,1,5
0,1,3.66666674613953
0,1,3.33333325386047
0,1,6
0,1,5.33333349227905
0,1,4
0,1,4
0,1,3.33333325386047
0,1,3.5
0,1,4.66666650772095
0,1,2.66666674613953
0,1,3.33333325386047
0,1,3
0,1,2.66666674613953
0,1,5.33333349227905
0,1,3
0,1,4.33333349227905
0,1,5.33333349227905
0,1,2
0,1,4.33333349227905
0,1,2
0,1,1.66666662693024
0,1,5.66666650772095
0,1,3.66666674613953
0,1,2
0,1,5
0,1,4.33333349227905
0,1,4
0,1,2.33333325386047
0,1,4.66666650772095
0,1,5
0,1,5.66666650772095
0,1,3
0,1,3
0,1,3.33333325386047
0,1,2.66666674613953
0,1,3.33333325386047
0,1,5
0,1,5.33333349227905
0,1,4.5
0,1,3.66666674613953
0,1,2.66666674613953
0,1,3.33333325386047
0,1,2
0,1,2
0,1,4
0,1,5.33333349227905
0,1,4.33333349227905
0,1,4.33333349227905
0,1,6
0,1,4
0,1,5.33333349227905
0,1,4.33333349227905
0,1,4
0,1,4.33333349227905
0,1,5.33333349227905
0,1,5.33333349227905
0,1,5.33333349227905
0,1,2.33333325386047
0,1,4.66666650772095
0,1,4.66666650772095
0,1,3.33333325386047
0,1,3.33333325386047
0,1,4.66666650772095
0,1,4
0,1,3.33333325386047
0,1,4.66666650772095
0,1,4.33333349227905
0,1,4
0,1,5.66666650772095
0,1,4
0,1,6
0,1,4.33333349227905
0,1,3.66666674613953
0,1,3
0,1,5.66666650772095
0,1,3.66666674613953
0,1,5
0,1,5.33333349227905
0,1,3.66666674613953
0,1,4
0,1,4.66666650772095
0,1,4.66666650772095
0,1,4
0,1,4.33333349227905
0,1,3.66666674613953
0,1,4.66666650772095
0,1,3
0,1,4
0,1,3.66666674613953
0,1,4.66666650772095
0,1,5
0,1,2.66666674613953
0,1,3.33333325386047
0,1,3.66666674613953
0,1,4
0,1,4.66666650772095
0,1,5
0,1,6
0,1,3.33333325386047
0,1,4
0,1,3.33333325386047
0,1,3.33333325386047
0,1,6
0,1,2.66666674613953
0,1,3
0,1,2.33333325386047
0,1,4.33333349227905
0,1,4.33333349227905
0,1,2
0,1,5
0,1,4
0,1,4.33333349227905
0,1,3.33333325386047
0,1,4.33333349227905
0,1,2.33333325386047
0,1,5.66666650772095
0,1,3.66666674613953
0,1,3.33333325386047
0,1,5.33333349227905
0,1,4
0,1,4.33333349227905
0,1,4
0,1,2
0,1,3
0,1,3.33333325386047
0,1,3.66666674613953
0,1,2
0,1,3.66666674613953
0,1,2.66666674613953
0,1,2
0,1,3.66666674613953
0,1,4
0,1,3
0,1,4.33333349227905
0,1,4
0,1,3.66666674613953
0,1,2.33333325386047
0,1,5.33333349227905
0,1,5
0,1,5.66666650772095
0,1,1
0,1,4.33333349227905
0,1,3.33333325386047
0,1,4.66666650772095
0,1,3.33333325386047
0,1,1.66666662693024
0,1,3
0,1,3.33333325386047
0,1,3
0,1,3
0,1,2.33333325386047
0,1,3
0,1,3
0,1,4
0,1,4
0,1,5.66666650772095
0,1,3.33333325386047
0,1,2.66666674613953
0,1,5.66666650772095
0,1,5.66666650772095
0,1,3.33333325386047
0,1,1.66666662693024
0,1,2.66666674613953
0,1,4.66666650772095
0,1,3
0,1,3
0,1,2
0,1,4
0,1,5.33333349227905
0,1,5.66666650772095
0,1,1.66666662693024
0,1,6
0,1,4
0,1,3.66666674613953
0,1,5
0,1,3
0,1,5
0,1,3.33333325386047
0,1,3.33333325386047
0,1,4
0,1,3
0,1,2.66666674613953
0,1,2
0,1,1.66666662693024
0,1,4.66666650772095
0,1,3.33333325386047
0,1,4
0,1,3
0,1,4.33333349227905
0,1,6
0,1,4
0,1,2
0,1,3.66666674613953
0,1,NA
0,1,5
0,1,4
0,1,4.66666650772095
0,1,3
0,1,3
0,1,4
0,1,3
0,1,3.33333325386047
0,1,3
0,1,6
0,1,5
0,1,4
0,1,3.66666674613953
0,1,3
0,1,5.66666650772095
0,1,5.33333349227905
0,1,5
0,1,3
0,1,5.33333349227905
0,1,4.66666650772095
0,1,5
1,0,4.33333349227905
1,0,5.33333349227905
1,0,4.33333349227905
1,0,6
1,0,5.33333349227905
1,0,5
1,0,5.33333349227905
1,0,4
1,0,3.66666674613953
1,0,4
1,0,5
1,0,3.33333325386047
1,0,5
1,0,3.66666674613953
1,0,4.33333349227905
1,0,5.66666650772095
1,0,6
1,0,6
1,0,5.33333349227905
1,0,5.33333349227905
1,0,5
1,0,3
1,0,4.66666650772095
1,0,4.33333349227905
1,0,5.66666650772095
1,0,4.66666650772095
1,0,5
1,0,4
1,0,5
1,0,4.33333349227905
1,0,5
1,0,4
1,0,5
1,0,4.66666650772095
1,0,4
1,0,6
1,0,5
1,0,6
1,0,4
1,0,4.66666650772095
1,0,3.33333325386047
1,0,5.66666650772095
1,0,5.33333349227905
1,0,5.33333349227905
1,0,4.66666650772095
1,0,5.33333349227905
1,0,5.33333349227905
1,0,4.66666650772095
1,0,4
1,0,5.66666650772095
1,0,4
1,0,3.66666674613953
1,0,2.66666674613953
1,0,6
1,0,6
1,0,3.66666674613953
1,0,4.33333349227905
1,0,4.66666650772095
1,0,6
1,0,5
1,0,3.66666674613953
1,0,5.33333349227905
1,0,1.66666662693024
1,0,4.66666650772095
1,0,4
1,0,3.66666674613953
1,0,4.66666650772095
1,0,5
1,0,4
1,0,4.33333349227905
1,0,3.66666674613953
1,0,4.33333349227905
1,0,5
1,0,2.66666674613953
1,0,5
1,0,3.66666674613953
1,0,4
1,0,5
1,0,4.33333349227905
1,0,2.33333325386047
1,0,5
1,0,4.66666650772095
1,0,5.33333349227905
1,0,4.33333349227905
1,0,4.33333349227905
1,0,3.66666674613953
1,0,5.33333349227905
1,0,6
1,0,5.33333349227905
1,0,5
1,0,4.66666650772095
1,0,5.66666650772095
1,0,4.66666650772095
1,0,5.33333349227905
1,0,3.66666674613953
1,0,6
1,0,4
1,0,4.33333349227905
1,0,4
1,0,5
1,0,6
1,0,5.33333349227905
1,0,5
1,0,5
1,0,3
1,0,5
1,0,6
1,0,4.33333349227905
1,0,3
1,0,4.33333349227905
1,0,4.66666650772095
1,0,4.66666650772095
1,0,4.66666650772095
1,0,4
1,0,4.66666650772095
1,0,3
1,0,4.33333349227905
1,0,5.33333349227905
1,0,5.66666650772095
1,0,3
1,0,4.66666650772095
1,0,4
1,0,4
1,0,5.33333349227905
1,0,4
1,0,3.33333325386047
1,0,6
1,0,5
1,0,5
1,0,5
1,0,4.66666650772095
1,0,4.66666650772095
1,0,4.66666650772095
1,0,4
1,0,5.33333349227905
1,0,4.33333349227905
1,0,4.66666650772095
1,0,5.66666650772095
1,0,5
1,0,3.66666674613953
1,0,5.33333349227905
1,0,5.33333349227905
1,0,4.66666650772095
1,0,5
1,0,5
1,0,5
1,0,6
1,0,5
1,0,4.66666650772095
1,0,3.66666674613953
1,0,5
1,0,5.33333349227905
1,0,4.66666650772095
1,0,5
1,0,5.66666650772095
1,0,4.66666650772095
1,0,5
1,0,1.66666662693024
1,0,5
1,0,4.33333349227905
1,0,3
1,0,5.33333349227905
1,0,5.66666650772095
1,0,4.33333349227905
1,0,5
1,0,3.33333325386047
1,0,2.66666674613953
1,0,4
1,0,5
1,0,5.33333349227905
1,0,4.66666650772095
1,0,5.33333349227905
1,0,5.66666650772095
1,0,5
1,0,4.33333349227905
1,0,5
1,0,4
1,0,5.33333349227905
1,0,4.33333349227905
1,0,4.33333349227905
1,0,4.33333349227905
1,0,4.33333349227905
1,0,5.33333349227905
1,0,2.66666674613953
1,0,5.66666650772095
1,0,5
1,0,4.33333349227905
1,0,4
1,0,4.66666650772095
1,0,2.66666674613953
1,0,3.66666674613953
1,0,4.33333349227905
1,0,5
1,0,4.66666650772095
1,0,5
1,0,4.66666650772095
1,0,4.33333349227905
1,0,3
1,0,5.33333349227905
1,0,4
1,0,6
1,0,5.66666650772095
1,0,5
1,0,5
1,0,5
1,0,4.66666650772095
1,0,5
1,0,5
1,0,4.33333349227905
1,0,5
1,0,5
1,0,4.66666650772095
1,0,4.33333349227905
1,0,4.66666650772095
1,0,5
1,0,2
1,0,2.66666674613953
1,0,5
1,0,5
1,0,3.66666674613953
1,0,5
1,0,2.66666674613953
1,0,5
1,0,4.33333349227905
1,0,4.66666650772095
1,0,4
1,0,5
1,0,5.33333349227905
1,0,5.66666650772095
1,0,4.33333349227905
1,0,4
1,0,3.66666674613953
1,0,4.66666650772095
1,0,5
1,1,3
1,1,4.33333349227905
1,1,4.33333349227905
1,1,4
1,1,3.66666674613953
1,1,4
1,1,2
1,1,4.33333349227905
1,1,3
1,1,5
1,1,NA
1,1,3.66666674613953
1,1,4
1,1,3.66666674613953
1,1,4.66666650772095
1,1,3.33333325386047
1,1,3
1,1,6
1,1,4
1,1,3.66666674613953
1,1,4
1,1,4.33333349227905
1,1,3
1,1,4.33333349227905
1,1,4
1,1,2.33333325386047
1,1,2
1,1,4.33333349227905
1,1,3
1,1,3.33333325386047
1,1,3.5
1,1,3
1,1,3.33333325386047
1,1,3
1,1,2
1,1,4
1,1,3
1,1,2.5
1,1,3.33333325386047
1,1,5.33333349227905
1,1,3.66666674613953
1,1,3
1,1,4.33333349227905
1,1,5.33333349227905
1,1,2.66666674613953
1,1,2.66666674613953
1,1,4.66666650772095
1,1,3.66666674613953
1,1,3
1,1,3.33333325386047
1,1,4.33333349227905
1,1,4.33333349227905
1,1,3.33333325386047
1,1,4.33333349227905
1,1,2.66666674613953
1,1,2
1,1,NA
1,1,3
1,1,4.33333349227905
1,1,5
1,1,3.33333325386047
1,1,4
1,1,NA
1,1,3.5
1,1,4
1,1,3.66666674613953
1,1,2.33333325386047
1,1,4
1,1,4.66666650772095
1,1,3
1,1,3.33333325386047
1,1,3.33333325386047
1,1,2
1,1,3.33333325386047
1,1,2.66666674613953
1,1,4
1,1,2.66666674613953
1,1,1
1,1,4
1,1,3.66666674613953
1,1,5
1,1,2.66666674613953
1,1,4
1,1,3.66666674613953
1,1,1.66666662693024
1,1,1
1,1,2.66666674613953
1,1,4
1,1,2.66666674613953
1,1,4
1,1,4
1,1,2.66666674613953
1,1,5
1,1,2.33333325386047
1,1,6
1,1,2
1,1,4
1,1,4
1,1,1.66666662693024
1,1,2.66666674613953
1,1,2.66666674613953
1,1,1
1,1,1.33333337306976
1,1,1.66666662693024
1,1,4
1,1,2
1,1,1.66666662693024
1,1,2
1,1,3
1,1,1.66666662693024
1,1,5
1,1,3
1,1,3.66666674613953
1,1,1.66666662693024
1,1,2.66666674613953
1,1,3.33333325386047
1,1,2
1,1,3.66666674613953
1,1,1.33333337306976
1,1,1.66666662693024
1,1,4
1,1,4.33333349227905
1,1,3
1,1,1
1,1,5
1,1,2.66666674613953
1,1,3.33333325386047
1,1,4
1,1,5
1,1,3.33333325386047
1,1,4
1,1,2
1,1,3.33333325386047
1,1,2.66666674613953
1,1,5
1,1,4.33333349227905
1,1,4
1,1,4
1,1,4
1,1,1
1,1,6
1,1,3.33333325386047
1,1,2
1,1,2
1,1,3.33333325386047
1,1,1.66666662693024
1,1,4.66666650772095
1,1,NA
1,1,3.66666674613953
1,1,4
1,1,4.33333349227905
1,1,5
1,1,3.66666674613953
1,1,2.66666674613953
1,1,3
1,1,2
1,1,6
1,1,6
1,1,3.33333325386047
1,1,3.66666674613953
1,1,5
1,1,2.33333325386047
1,1,3.5
1,1,1.33333337306976
1,1,1.66666662693024
1,1,4
1,1,4.33333349227905
1,1,1
1,1,3.66666674613953
1,1,3
1,1,3.33333325386047
1,1,4
1,1,4.66666650772095
1,1,5.66666650772095
1,1,3
1,1,2.66666674613953
1,1,3
1,1,4.33333349227905
1,1,3
1,1,3
1,1,1.33333337306976
1,1,5
1,1,4.33333349227905
1,1,5
1,1,2.33333325386047
1,1,3
1,1,4.66666650772095
1,1,1.33333337306976
1,1,4
1,1,5.5
1,1,4
1,1,4
1,1,3
1,1,3.33333325386047
1,1,3.66666674613953
1,1,4.66666650772095
1,1,5
1,1,4.33333349227905
1,1,4
1,1,2.66666674613953
1,1,3
1,1,2
1,1,3.33333325386047
1,1,1
1,1,6
1,1,2.66666674613953
1,1,2
1,1,5.33333349227905
1,1,3.33333325386047
1,1,5.33333349227905
1,1,4.66666650772095
1,1,2.66666674613953
1,1,2
1,1,4.33333349227905
1,1,4
1,1,1.5
1,1,3
1,1,3.66666674613953
1,1,3.33333325386047
