"","MayorID","FullName","LastName","FirstName","GenderMale","GenderFemale","RaceWhite","RaceBlack","RaceHispanic","RaceOther","PartyRepublican","PartyDemocrat","PartyNonPartisan","PartyOther","Ideology","IdeologySD","LastElectionDate","PercentVote","YearsCurrentPosition","CityManager","CouncilManager","MayorCouncil","Title","CityID","CityName","CityNameFull","CensusID","CensusID2","State","StateAB","Region","Division","StateFIPS","Population","Latitude","Longitude","CityAge","CityMale","CityFemale","CityWhite","CityBlack","CityHispanic","CityOwner","CityRenter","GovWebsite","FacebookPageName","FacebookPageID","FacebookLink","TwitterHandle","TwitterLink"
"774","774","Brian Christian Hartwell","Hartwell","Brian Christian",1,0,1,0,0,0,NA,NA,NA,NA,-0.166921,0.14935462,NA,NA,NA,NA,NA,NA,"Mayor","774","Madison Heights","City of Madison Heights","1600000US2650560","2650560","Michigan","MI","2","3","26",29694,42.5073,-83.1034,38.3,49.1,50.9,83.9,6.4,2.5,64.3,35.7,"https://www.madison-heights.org/","ElectBrianHartwell","1562876867292499","https://www.facebook.com/ElectBrianHartwell/?ref=br_rs",NA,NA
"775","775","Jacob Frey","Frey","Jacob",1,0,1,0,0,0,0,1,0,0,-0.7686445,0.0543527,NA,NA,NA,NA,NA,NA,NA,"775","Minneapolis",NA,"1600000US2743000","2743000","Minnesota","MN","2","4","27",382578,44.9633,-93.2683,31.4,50.3,49.7,63.8,18.6,10.5,49.2,50.8,"www.ci.minneapolis.mn.us/","MayorFrey","188052301782101","https://www.facebook.com/MayorFrey/?ref=br_rs","jacob_frey","https://twitter.com/Jacob_Frey"
"776","776","Melvin Carter","Carter","Melvin",1,0,0,1,0,0,0,1,0,0,-0.5733723,0.06725531,NA,NA,NA,NA,NA,NA,NA,"776","Saint Paul",NA,"1600000US2758000","2758000","Minnesota","MN","2","4","27",285068,44.9489,-93.1039,30.9,48.9,51.1,60.1,15.7,9.6,51.3,48.7,"https://www.stpaul.gov/","MelvinWCarterIII","18989800381","https://www.facebook.com/MelvinWCarterIII/?ref=br_rs","mayorcarter3","https://twitter.com/mayorcarter3"
"777","777","Ardell F. Brede","Brede","Ardell F.",1,0,1,0,0,0,0,1,0,0,0.04087801,0.11749412,NA,NA,NA,NA,NA,NA,NA,"777","Rochester",NA,"1600000US2754880","2754880","Minnesota","MN","2","4","27",106769,44.0154,-92.4772,35,48.4,51.6,82,6.3,5.2,70.8,29.2,"www.rochestermn.gov/",NA,NA,NA,NA,NA
"778","778","Emily Larson","Larson","Emily",0,1,1,0,0,0,0,1,0,0,-0.1130032,0.11041302,NA,NA,NA,NA,NA,NA,NA,"778","Duluth",NA,"1600000US2717000","2717000","Minnesota","MN","2","4","27",86265,46.7832,-92.1187,33.6,49,51,90.4,2.3,1.5,60.4,39.6,"www.duluthmn.gov/","larsonforduluthmayor","403208719835043","https://www.facebook.com/larsonforduluthmayor/?ref=br_rs","larsonforduluth","https://twitter.com/LarsonForDuluth"
"779","779","Gene Winstead","Winstead","Gene",1,0,1,0,0,0,NA,NA,NA,NA,0.05293903,0.11165327,NA,NA,NA,NA,NA,NA,"Mayor","779","Bloomington","City of Bloomington","1600000US2706616","2706616","Minnesota","MN","2","4","27",82893,44.8297,-93.3152,42.7,48.4,51.6,79.7,7.2,6.8,68.9,31.1,"https://www.bloomingtonmn.gov/",NA,NA,NA,NA,NA
"780","780","Jeffrey Lunde","Lunde","Jeffrey",1,0,1,0,0,0,1,0,0,0,-0.0184352,0.11975553,NA,NA,NA,NA,NA,NA,"Mayor","780","Brooklyn Park","City of Brooklyn Park","1600000US2707966","2707966","Minnesota","MN","2","4","27",75781,45.1109,-93.3491,32.5,48.9,51.1,52.2,24.4,6.4,72.2,27.8,"www.brooklynpark.org/","electlunde","213035048717956","https://www.facebook.com/electlunde/?ref=br_rs","jeffreyjlunde","https://twitter.com/JeffreyJLunde"
"781","781","Kenneth A. Tavares","Tavares","Kenneth A.",1,0,0,0,1,0,NA,NA,NA,NA,0.08868999,0.10623619,NA,NA,NA,NA,NA,NA,"Mayor","781","Plymouth","City of Plymouth","1600000US2751730","2751730","Minnesota","MN","2","4","27",70576,45.022,-93.4626,39.5,48.4,51.6,84.2,5.2,3,72.4,27.6,"www.plymouthmn.gov/",NA,NA,NA,"kentavaresply","https://twitter.com/KenTavaresPLY"
"782","782","Mark V. Steffenson","Steffenson","Mark V.",1,0,1,0,0,0,NA,NA,NA,NA,0.17495029,0.11153735,NA,NA,NA,NA,NA,NA,"Mayor","782","Maple Grove","City of Maple Grove","1600000US2740166","2740166","Minnesota","MN","2","4","27",61567,45.1128,-93.463,37.6,48.8,51.2,86.4,4.2,2.5,87.1,12.9,"https://www.maplegrovemn.gov/",NA,NA,NA,NA,NA
"783","783","Mary Giuliani Stephens","Giuliani Stephens","Mary",0,1,1,0,0,0,1,0,0,0,0.07015269,0.12820032,NA,NA,NA,NA,NA,NA,"Mayor","783","Woodbury","City of Woodbury","1600000US2771428","2771428","Minnesota","MN","2","4","27",61961,44.9063,-92.9237,35.6,48.2,51.8,81.4,5.6,3.8,81,19,"https://www.woodburymn.gov/",NA,NA,NA,NA,NA
"784","784","Dave Kleis","Kleis","Dave",1,0,1,0,0,0,1,0,0,0,-0.1083106,0.1129081,NA,NA,NA,NA,NA,NA,NA,"784","St. Cloud",NA,"1600000US2756896","2756896","Minnesota","MN","2","4","27",65842,45.5267,-94.1711,28.8,51.5,48.5,84.6,7.8,2.4,53.4,46.6,"https://www.ci.stcloud.mn.us/",NA,NA,NA,"mayordavekleis","https://twitter.com/MayorDaveKleis"
"785","785","Mike Maguire","Maguire","Mike",NA,NA,1,0,0,0,0,1,0,0,0.14426219,0.12716565,NA,NA,NA,NA,NA,NA,"Mayor","785","Eagan","City of Eagan","1600000US2717288","2717288","Minnesota","MN","2","4","27",64206,44.8155,-93.1624,36.8,49.1,50.9,81.5,5.6,4.5,73.6,26.4,"https://www.cityofeagan.com/","Mike-Maguire-51964785678",NA,"https://www.facebook.com/Mike-Maguire-51964785678/?ref=br_rs","mikemaguire67","https://twitter.com/mikemaguire67"
"786","786","Nancy Tyra-Lukens","Tyra-Lukens","Nancy",0,1,1,0,0,0,1,0,0,0,0.10532345,0.12871981,NA,NA,NA,NA,NA,NA,"Mayor","786","Eden Prairie","City of Eden Prairie","1600000US2718116","2718116","Minnesota","MN","2","4","27",60797,44.8479,-93.4586,37.6,48.5,51.5,81.7,5.6,3,74.3,25.7,"www.edenprairie.org/","TyraLukensforMayor","1466734230235429","https://www.facebook.com/TyraLukensforMayor/?ref=br_rs",NA,NA
"787","787","Tom Ryan","Ryan","Tom",1,0,1,0,0,0,NA,NA,NA,NA,-0.1027153,0.13593092,NA,NA,NA,NA,NA,NA,"Mayor","787","Blaine","City of Blaine","1600000US2706382","2706382","Minnesota","MN","2","4","27",57186,45.1705,-93.2061,35.6,49.1,50.9,84,3.7,3.2,87.5,12.5,"https://www.blainemn.gov/",NA,NA,NA,NA,NA
"788","788","Jerry Koch","Koch","Jerry",1,0,1,0,0,0,NA,NA,NA,NA,0.14059928,0.12272175,NA,NA,NA,NA,NA,NA,"Mayor","788","Coon Rapids","City of Coon Rapids","1600000US2713114","2713114","Minnesota","MN","2","4","27",61476,45.1764,-93.3115,36.9,48.4,51.6,86,5.5,3.2,77.2,22.8,"www.ci.coon-rapids.mn.us/","MayorJerryKoch","1458201867767646","https://www.facebook.com/MayorJerryKoch/?ref=br_rs",NA,NA
"789","789","Douglas P. Anderson","Anderson","Douglas P.",1,0,1,0,0,0,NA,NA,NA,NA,0.27092447,0.14595204,NA,NA,NA,NA,NA,NA,"Mayor","789","Lakeville","City of Lakeville","1600000US2735180","2735180","Minnesota","MN","2","4","27",55954,44.6803,-93.244,34.8,50.1,49.9,89.3,2.5,3.5,87.7,12.3,"www.ci.lakeville.mn.us/",NA,NA,NA,NA,NA
"790","790","Elizabeth B. Kautz","Kautz","Elizabeth B.",0,1,0,0,0,1,1,0,0,0,0.0154488,0.11428961,NA,NA,NA,NA,NA,NA,"Mayor","790","Burnsville","City of Burnsville","1600000US2708794","2708794","Minnesota","MN","2","4","27",60306,44.7644,-93.2794,35.9,48.7,51.3,77.5,10,7.9,66.1,33.9,"www.ci.burnsville.mn.us/","MayorEBKautz","2016239338600277","https://www.facebook.com/MayorEBKautz/?ref=br_rs",NA,NA
"791","791","Brad Wiersum","Wiersum","Brad",1,0,1,0,0,0,NA,NA,NA,NA,-0.1951918,0.12882532,NA,NA,NA,NA,NA,NA,"Mayor","791","Minnetonka","City of Minnetonka","1600000US2743252","2743252","Minnesota","MN","2","4","27",49734,44.9326,-93.4565,45,47.5,52.5,90,3.7,2.4,73.4,26.6,"https://eminnetonka.com/",NA,NA,NA,NA,NA
"792","792","Mary Hamann-Roland","Hamann-Roland","Mary",0,1,0,0,1,0,NA,NA,NA,NA,0.02968492,0.11540668,NA,NA,NA,NA,NA,NA,"Mayor","792","Apple Valley","City of Apple Valley","1600000US2701900","2701900","Minnesota","MN","2","4","27",49084,44.7453,-93.1993,37.9,48.5,51.5,83.8,5.5,4.9,81.9,18.1,"www.ci.apple-valley.mn.us/",NA,NA,NA,"mayormary8","https://twitter.com/mayormary8"
"793","793","James B. Hovland","Hovland","James B.",1,0,1,0,0,0,0,1,0,0,-0.1286246,0.1313478,NA,NA,NA,NA,NA,NA,"Mayor","793","Edina","City of Edina","1600000US2718188","2718188","Minnesota","MN","2","4","27",47941,44.8911,-93.3598,45.2,46.6,53.4,88.1,3,2.3,74.8,25.2,"https://edinamn.gov/","jim.hovland.1",NA,"https://www.facebook.com/jim.hovland.1?ref=br_rs","mayorjimhovland","https://twitter.com/MayorJimHovland"
"794","794","Jake Spano","Spano","Jake",1,0,1,0,0,0,NA,NA,NA,NA,-0.4706192,0.11260818,NA,NA,NA,NA,NA,NA,"Mayor","794","St. Louis Park","City of St. Louis Park","1600000US2757220","2757220","Minnesota","MN","2","4","27",45250,44.9487,-93.365,35.4,47.8,52.2,83.3,7.5,4.3,60.7,39.3,"https://www.stlouispark.org/","jake.spano.94",NA,"https://www.facebook.com/jake.spano.94?ref=br_rs","spanojake","https://twitter.com/spanojake"
"795","795","Del Rae Williams","Williams","Del Rae",0,1,1,0,0,0,NA,NA,NA,NA,-0.0278012,0.13671287,NA,NA,NA,NA,NA,NA,NA,"795","Moorhead",NA,"1600000US2743864","2743864","Minnesota","MN","2","4","27",38065,46.8587,-96.7425,28.3,48.4,51.6,90.7,2,4.1,61.6,38.4,"www.ci.moorhead.mn.us/","ElectDelRae","690751787620870","https://www.facebook.com/ElectDelRae/?ref=br_rs","delraewilliams","https://twitter.com/DelRaeWilliams"
"796","796","Eric Anderson","Anderson","Eric",1,0,1,0,0,0,0,0,1,0,0.04833656,0.13236186,NA,NA,NA,NA,NA,NA,NA,"796","Mankato",NA,"1600000US2739878","2739878","Minnesota","MN","2","4","27",39309,44.1706,-93.9795,25.4,50,50,89.9,4,2.9,53.6,46.4,"https://www.mankatomn.gov/","Eric-Anderson-for-Mayor-121588667881641",NA,"https://www.facebook.com/Eric-Anderson-for-Mayor-121588667881641/?ref=br_rs",NA,NA
"797","797","William P. Mars","Mars","William P.",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"797","Shakopee",NA,"1600000US2759350","2759350","Minnesota","MN","2","4","27",37076,44.7701,-93.4749,32.2,48.8,51.2,77,4.3,7.8,76.9,23.1,"www.shakopeemn.gov/","Bill-Mars-Mayor-of-Shakopee-1467559830217959",NA,"https://www.facebook.com/Bill-Mars-Mayor-of-Shakopee-1467559830217959/?hc_ref=ARRoFEAT1yFY0h3AEq_q5efsEPNfPFtjYAzzkebGirsa2XiY-PnWCVfjPEAUcqT3bUM&pnref=story",NA,NA
"798","798","Nora Slawik","Slawik","Nora",0,1,1,0,0,0,0,1,0,0,-0.2431351,0.13672305,NA,NA,NA,NA,NA,NA,"Mayor","798","Maplewood","City of Maplewood","1600000US2740382","2740382","Minnesota","MN","2","4","27",38018,45.019,-93.0311,39.3,48,52,75.5,8.2,6.2,73,27,"https://maplewoodmn.gov/","maplewoodmnmayornoraslawik","26777540302","https://www.facebook.com/maplewoodmnmayornoraslawik/?ref=br_rs","noraslawik","https://twitter.com/noraslawik"
"799","799","Myron Bailey","Bailey","Myron",1,0,1,0,0,0,0,0,1,0,0.00913888,0.15190409,NA,NA,NA,NA,NA,NA,"Mayor","799","Cottage Grove","City of Cottage Grove","1600000US2713456","2713456","Minnesota","MN","2","4","27",34589,44.8133,-92.9143,35,49.9,50.1,86.5,3.9,4.8,88.6,11.4,"https://cottagegrovemn.gov/","myron.bailey",NA,"https://www.facebook.com/myron.bailey?ref=br_rs","myron_bailey","https://twitter.com/myron_bailey"
"800","800","Debbie Goettel","Goettel","Debbie",0,1,1,0,0,0,0,0,1,0,-0.1763528,0.13758181,NA,NA,NA,NA,NA,NA,"Mayor","800","Richfield","City of Richfield","1600000US2754214","2754214","Minnesota","MN","2","4","27",35228,44.8745,-93.2825,36.2,49.2,50.8,69.8,9.2,18.3,64.9,35.1,"www.richfieldmn.gov/","DebbieGoettelMN","154691531212188","https://www.facebook.com/DebbieGoettelMN/?ref=br_rs","goettel4mayor","https://twitter.com/Goettel4Mayor"
"801","801","Dan Roe","Roe","Dan",1,0,1,0,0,0,NA,NA,NA,NA,-0.0139077,0.12385878,NA,NA,NA,NA,NA,NA,"Mayor","801","Roseville","City of Roseville","1600000US2755852","2755852","Minnesota","MN","2","4","27",33660,45.0154,-93.155,42.1,47.1,52.9,81.3,6.2,4.6,67.2,32.8,"https://www.cityofroseville.com/","RosevilleMayorDanRoe","326349893234","https://www.facebook.com/RosevilleMayorDanRoe/?ref=br_rs","mayordanroe","https://twitter.com/MayorDanRoe"
"802","802","George Tourville","Tourville","George",1,0,1,0,0,0,0,0,1,0,0.0651264,0.1553997,NA,NA,NA,NA,NA,NA,"Mayor","802","Inver Grove Heights","City of Inver Grove Heights","1600000US2731076","2731076","Minnesota","MN","2","4","27",33880,44.8237,-93.0581,38.4,48,52,85.7,3.8,8.9,72.7,27.3,"www.ci.inver-grove-heights.mn.us/","george.tourville",NA,"https://www.facebook.com/george.tourville?ref=br_rs","gtourville","https://twitter.com/gtourville"
"803","803","Julie Trude","Trude","Julie",0,1,1,0,0,0,0,0,1,0,0.06377006,0.15810444,NA,NA,NA,NA,NA,NA,"Mayor","803","Andover","City of Andover","1600000US2701486","2701486","Minnesota","MN","2","4","27",30598,45.2571,-93.3352,37.3,50.7,49.3,93.2,1.7,2,93.7,6.3,"https://www.andovermn.gov/",NA,NA,NA,NA,NA
"804","804","Tim Willson","Willson","Tim",1,0,1,0,0,0,0,1,0,0,-0.0870577,0.1382015,NA,NA,NA,NA,NA,NA,"Mayor","804","Brooklyn Center","City of Brooklyn Center","1600000US2707948","2707948","Minnesota","MN","2","4","27",30104,45.0692,-93.3146,32.6,48.7,51.3,49.1,25.9,9.6,64.8,35.2,"www.cityofbrooklyncenter.org/","tim.willson.79",NA,"https://www.facebook.com/tim.willson.79?ref=br_rs",NA,NA
"805","805","Janet Williams","Williams","Janet",0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"805","Savage",NA,"1600000US2758738","2758738","Minnesota","MN","2","4","27",26911,44.7573,-93.367,34.6,50.1,49.9,82.6,4.3,3.4,87.1,12.9,"https://www.cityofsavage.com/","janet.b.williams.92",NA,"https://www.facebook.com/janet.b.williams.92?ref=br_rs",NA,NA
"806","806","Chokwe Antar Lumumba Esq.","Lumumba Esq.","Chokwe Andar",1,0,0,1,0,0,0,1,0,0,-0.2309237,0.09827236,NA,NA,NA,NA,NA,NA,"Mayor","806","Jackson","City of Jackson","1600000US2836000","2836000","Mississippi","MS","3","6","28",173514,32.3158,-90.2128,31.2,46.5,53.5,18.4,79.4,1.6,53.1,46.9,"www.jacksonms.gov/","mayorchokwelumumba",NA,"https://www.facebook.com/mayorchokwelumumba/?ref=br_rs","chokwealumumba","https://twitter.com/ChokweALumumba"
"807","807","Billy Hewes","Hewes","Billy",1,0,1,0,0,0,1,0,0,0,0.33349274,0.12530786,NA,NA,NA,NA,NA,NA,"Mayor","807","Gulfport","City of Gulfport","1600000US2829700","2829700","Mississippi","MS","3","6","28",67793,30.4161,-89.0718,34.3,49,51,56.9,36.1,5.2,56.4,43.6,"www.gulfport-ms.gov/","BillyHewes","177096772324929","https://www.facebook.com/BillyHewes/?ref=br_rs","billyhewes","https://twitter.com/BillyHewes"
"808","808","Darren Musselwhite","Musselwhite","Darren",1,0,1,0,0,0,1,0,0,0,0.42747309,0.1580843,NA,NA,NA,NA,NA,NA,"Mayor","808","Southaven","City of Southaven","1600000US2869280","2869280","Mississippi","MS","3","6","28",48982,34.9508,-89.978,33.7,48.1,51.9,71,22.2,5,69.8,30.2,"https://www.southaven.org/",NA,NA,NA,"darrenmuss","https://twitter.com/darrenmuss"
"809","809","Toby Barker","Barker","Toby",1,0,1,0,0,0,1,0,0,0,-0.0758535,0.12994046,NA,NA,NA,NA,NA,NA,"Mayor","809","Hattiesburg","City of Hattiesburg","1600000US2831020","2831020","Mississippi","MS","3","6","28",45989,31.3073,-89.3174,27.8,47.4,52.6,41.9,53,4.3,38.3,61.7,"www.hattiesburgms.com/","tobybarkerMS","397865676968706","https://www.facebook.com/tobybarkerMS/?ref=br_rs","toby_barker","https://twitter.com/toby_barker"
"810","810","Andrew 'FoFo' Gilich","Gilich","Andrew 'FoFo'",1,0,1,0,0,0,1,0,0,0,0.12370289,0.13646458,NA,NA,NA,NA,NA,NA,"Mayor","810","Biloxi","City of Biloxi","1600000US2806220","2806220","Mississippi","MS","3","6","28",44054,30.4337,-88.9534,33.5,51.4,48.6,68.4,19.6,8.7,49.2,50.8,"https://www.biloxi.ms.us/",NA,NA,NA,NA,NA
"811","811","Percy L. Bland III","Bland III","Percy L.",1,0,0,1,0,0,0,1,0,0,0.04450743,0.15557244,NA,NA,NA,NA,NA,NA,"Mayor","811","Meridian","City of Meridian","1600000US2846640","2846640","Mississippi","MS","3","6","28",41148,32.3842,-88.6894,34.9,46.2,53.8,35.7,61.6,1.7,51.8,48.2,"www.meridianms.org/","Mayorpercybland","1878419285773214","https://www.facebook.com/Mayorpercybland/?ref=br_rs","percybland1","https://twitter.com/PercyBland1"
"812","812","Jason L. Shelton","Shelton","Jason L.",1,0,1,0,0,0,0,1,0,0,0.22873599,0.14201924,NA,NA,NA,NA,NA,NA,"Mayor","812","Tupelo","City of Tupelo","1600000US2874840","2874840","Mississippi","MS","3","6","28",34546,34.2637,-88.7321,35.7,46.9,53.1,58.7,36.8,3.5,59.8,40.2,"www.tupeloms.gov/","CityofTupelo","171003494048","https://www.facebook.com/CityofTupelo/?ref=br_rs","tupmayorsoffice","https://twitter.com/tupmayorsoffice"
"813","813","Errick D. Simmons","Simmons","Errick D.",1,0,0,1,0,0,NA,NA,NA,NA,-0.0461585,0.15630962,NA,NA,NA,NA,NA,NA,"Mayor","813","Greenville","City of Greenville","1600000US2829180","2829180","Mississippi","MS","3","6","28",34400,33.3835,-91.0523,34.5,45.7,54.3,20.2,78,0.9,53.7,46.3,"visitgreenville.org/","errickdsimmons","1445644905744095","https://www.facebook.com/errickdsimmons/?ref=br_rs","errickdsimmons","https://twitter.com/ErrickDSimmons"
"814","814","Scott Phillips","Phillips","Scott",1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","814","Olive Branch","City of Olive Branch","1600000US2854040","2854040","Mississippi","MS","3","6","28",33484,34.956,-89.8413,36,48.3,51.7,71.5,23.1,4.2,80.7,19.3,"www.obms.us/","ScottPhillipsForMayor","267247200055401","https://www.facebook.com/ScottPhillipsForMayor/?ref=br_rs",NA,NA
"815","815","Sylvester Sly James Jr.","James Jr.","Sylvester 'Sly'",1,0,0,1,0,0,0,1,0,0,-0.3815636,0.05535956,NA,NA,NA,NA,NA,NA,NA,"815","Kansas City",NA,"1600000US2938000","2938000","Missouri","MO","2","4","29",459787,39.1252,-94.5511,34.6,48.5,51.5,59.2,29.9,10,56.2,43.8,"kcmo.gov/","mayorslyjames","187894791263676","https://www.facebook.com/mayorslyjames/?ref=br_rs","mayorslyjames","https://twitter.com/MayorSlyJames"
"816","816","Lyda Krewson","Krewson","Lyda",0,1,1,0,0,0,0,1,0,0,-0.521047,0.07052116,NA,NA,NA,NA,NA,NA,"Mayor","816","St. Louis","City of St. Louis","1600000US2965000","2965000","Missouri","MO","2","4","29",319294,38.6357,-90.2446,33.9,48.3,51.7,43.9,49.2,3.5,45.4,54.6,"https://www.stlouis-mo.gov/","LydaSTL","683422371768795","https://www.facebook.com/LydaSTL/?ref=br_rs","lydakrewson","https://twitter.com/LydaKrewson"
"817","817","Ken McClure","McClure","Ken",1,0,1,0,0,0,NA,NA,NA,NA,0.09611654,0.07167838,NA,NA,NA,NA,NA,NA,NA,"817","Springfield",NA,"1600000US2970000","2970000","Missouri","MO","2","4","29",159498,37.1942,-93.2913,33.2,48.5,51.5,88.7,4.1,3.7,49.2,50.8,"https://www.springfieldmo.gov/","MayorKenMcClure","1757726387773489","https://www.facebook.com/MayorKenMcClure/?ref=br_rs","mcclureformayor","https://twitter.com/McClureForMayor"
"818","818","Brian Treece","Treece","Brian",1,0,1,0,0,0,0,1,0,0,-0.286589,0.10033955,NA,NA,NA,NA,NA,NA,NA,"818","Columbia",NA,"1600000US2915670","2915670","Missouri","MO","2","4","29",108500,38.9479,-92.3261,26.8,48.3,51.7,79,11.3,3.4,47.4,52.6,"https://www.como.gov/","Brian-Treece-1026192274087159",NA,"https://www.facebook.com/Brian-Treece-1026192274087159/?ref=br_rs","bntreece","https://twitter.com/BNTreece"
"819","819","Eileen Weir","Weir","Eileen",0,1,1,0,0,0,0,1,0,0,0.05938995,0.09627772,NA,NA,NA,NA,NA,NA,NA,"819","Independence",NA,"1600000US2935000","2935000","Missouri","MO","2","4","29",116830,39.0853,-94.3513,39.4,48,52,85.7,5.6,7.7,65.7,34.3,"https://www.ci.independence.mo.us/","EileenWeirIndependence",NA,"https://www.facebook.com/EileenWeirIndependence/?ref=br_rs","weirindep4","https://twitter.com/weirIndep4"
"820","820","Randy Rhoads","Rhoads","Randy",1,0,1,0,0,0,0,0,1,0,0.34301106,0.11009081,NA,NA,NA,NA,NA,NA,"Mayor","820","Lee's Summit","City of Lee's Summit","1600000US2941348","2941348","Missouri","MO","2","4","29",91364,38.919,-94.3828,37.2,47.9,52.1,86.1,8.4,3.9,76.4,23.6,"cityofls.net/",NA,NA,NA,NA,NA
"821","821","Bill Hennessy","Hennessy","Bill",1,0,1,0,0,0,0,0,1,0,0.19431019,0.13384018,NA,NA,NA,NA,NA,NA,"Mayor","821","O'Fallon","City of O'Fallon","1600000US2954074","2954074","Missouri","MO","2","4","29",79329,38.7835,-90.7154,34.3,48.8,51.2,89.9,4,2.7,82.8,17.2,"https://www.ofallon.mo.us/","HennessyforMayor","1121088204658206","https://www.facebook.com/HennessyforMayor/?ref=br_rs",NA,NA
"822","822","Bill Falkner","Falkner","Bill",1,0,1,0,0,0,1,0,0,0,0.21352757,0.12440327,NA,NA,NA,NA,NA,NA,NA,"822","St. Joseph",NA,"1600000US2964550","2964550","Missouri","MO","2","4","29",76780,39.7597,-94.8211,35.6,49.8,50.2,87.8,6,5.7,60.7,39.3,"www.ci.st-joseph.mo.us/",NA,NA,NA,NA,NA
"823","823","Sally Faith","Faith","Sally",0,1,1,0,0,0,1,0,0,0,0.25816438,0.11404655,NA,NA,NA,NA,NA,NA,NA,"823","St. Charles",NA,"1600000US2964082","2964082","Missouri","MO","2","4","29",65794,38.7957,-90.5154,36.6,49,51,87.5,5.9,4.2,64.8,35.2,"https://www.stcharlescitymo.gov/",NA,NA,NA,"mayorsallyfaith","https://twitter.com/MayorSallyFaith"
"824","824","Len Pagano","Pagano","Len",1,0,0,0,0,1,1,0,0,0,0.11782445,0.12390622,NA,NA,NA,NA,NA,NA,"Mayor","824","St. Peters","City of St. Peters","1600000US2965126","2965126","Missouri","MO","2","4","29",52575,38.7835,-90.6051,38.8,48.2,51.8,91.7,3.7,2.5,81,19,"https://www.stpetersmo.net/","StPetersMayorLenPagano","921350547912187","https://www.facebook.com/StPetersMayorLenPagano/?ref=br_rs",NA,NA
"825","825","Carson Ross","Ross","Carson",1,0,0,1,0,0,1,0,0,0,0.39052651,0.12509265,NA,NA,NA,NA,NA,NA,"Mayor","825","Blue Springs","City of Blue Springs","1600000US2906652","2906652","Missouri","MO","2","4","29",52575,39.012,-94.2676,34.7,48.5,51.5,87.6,6.2,5,71.6,28.4,"www.bluespringsgov.com/","1.00E+14",NA,"https://www.facebook.com/profile.php?id=100011860545318&ref=br_rs",NA,NA
"826","826","Bob Nation","Nation","Bob",1,0,1,0,0,0,NA,NA,NA,NA,0.24594058,0.14000092,NA,NA,NA,NA,NA,NA,"Mayor","826","Chesterfield","City of Chesterfield","1600000US2913600","2913600","Missouri","MO","2","4","29",47484,38.6578,-90.581,46.6,47.8,52.2,86.5,2.6,2.8,77.9,22.1,"https://www.chesterfield.mo.us/",NA,NA,NA,NA,NA
"827","827","Thomas P. Schneider","Schneider","Thomas P.",1,0,1,0,0,0,NA,NA,NA,NA,-0.0393499,0.11921008,NA,NA,NA,NA,NA,NA,"Mayor","827","Florissant","City of Florissant","1600000US2924778","2924778","Missouri","MO","2","4","29",52158,38.7997,-90.3271,38,46.8,53.2,69.3,26.8,2,75.1,24.9,"www.florissantmo.com/","mayorthomas",NA,"https://www.facebook.com/mayorthomas.schneider/?ref=br_rs",NA,NA
"828","828","Michael Seibert","Seibert","Michael",1,0,1,0,0,0,1,0,0,0,0.20273708,0.12095324,NA,NA,NA,NA,NA,NA,"Mayor","828","Joplin","City of Joplin","1600000US2937592","2937592","Missouri","MO","2","4","29",50150,37.0775,-94.5023,35,47.9,52.1,87.6,3.3,4.5,54.6,45.4,"https://www.joplinmo.org/",NA,NA,NA,NA,NA
"829","829","Carrie Tergin","Tergin","Carrie",0,1,1,0,0,0,NA,NA,NA,NA,0.34270585,0.12953752,NA,NA,NA,NA,NA,NA,NA,"829","Jefferson City",NA,"1600000US2937000","2937000","Missouri","MO","2","4","29",43079,38.5675,-92.1753,37.5,51.2,48.8,78,16.9,2.6,58.4,41.6,"www.jeffersoncitymo.gov/","CarrieTergin","1445031099064573","https://www.facebook.com/CarrieTergin/?ref=br_rs","carrietergin","https://twitter.com/CarrieTergin"
"830","830","Harry E. Rediger","Rediger","Harry E.",1,0,1,0,0,0,NA,NA,NA,NA,0.21605649,0.14330891,NA,NA,NA,NA,NA,NA,"Mayor","830","Cape Girardeau","City of Cape Girardeau","1600000US2911242","2911242","Missouri","MO","2","4","29",37941,37.3087,-89.5592,32.1,47.4,52.6,81.1,12.8,2.8,53.4,46.6,"https://www.cityofcapegirardeau.org/","Harry-Rediger-For-Mayor-192544693388",NA,"https://www.facebook.com/Harry-Rediger-For-Mayor-192544693388/?ref=br_rs",NA,NA
"831","831","Nick Guccione","Guccione","Nick",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","831","Wentzville","City of Wentzville","1600000US2978442","2978442","Missouri","MO","2","4","29",29070,38.8158,-90.8693,31.2,48.5,51.5,89.9,6,2.7,83.9,16.1,"www.wentzvillemo.org/","mayorguccione","251992111510295","https://www.facebook.com/mayorguccione/?ref=br_rs","nickguccione","https://twitter.com/NickGuccione"
