"","MayorID","FullName","LastName","FirstName","GenderMale","GenderFemale","RaceWhite","RaceBlack","RaceHispanic","RaceOther","PartyRepublican","PartyDemocrat","PartyNonPartisan","PartyOther","Ideology","IdeologySD","LastElectionDate","PercentVote","YearsCurrentPosition","CityManager","CouncilManager","MayorCouncil","Title","CityID","CityName","CityNameFull","CensusID","CensusID2","State","StateAB","Region","Division","StateFIPS","Population","Latitude","Longitude","CityAge","CityMale","CityFemale","CityWhite","CityBlack","CityHispanic","CityOwner","CityRenter","GovWebsite","FacebookPageName","FacebookPageID","FacebookLink","TwitterHandle","TwitterLink"
"274","274","Cynthia Sternquist","Sternquist","Cynthia",0,1,1,0,0,0,NA,NA,NA,NA,-0.0986454,0.16387151,"3/30/2017",NA,1,1,1,0,"Mayor","274","Temple City","City of Temple City","1600000US0678148","678148","California","CA","4","9","6",35558,34.1022,-118.058,42,47.5,52.5,33.6,0.8,19.3,64.2,35.8,"https://www.ci.temple-city.ca.us/",NA,NA,NA,NA,NA
"275","275","Fidencio Joel Gallardo","Gallardo","Fidencia Joel",1,0,0,0,1,0,NA,NA,NA,NA,-0.2086263,0.17209398,"11/8/2016",NA,2,1,NA,NA,"Mayor","275","Bell","City of Bell","1600000US0604870","604870","California","CA","4","9","6",35477,33.9797,-118.179,28.9,50.4,49.6,53.8,0.9,93.1,29,71,"http://www.cityofbell.org/?NavID=235","GallardoForBell","1577416695827527","https://www.facebook.com/GallardoForBell/?ref=br_rs","gallardo4bell","https://twitter.com/gallardo4bell"
"276","276","Randy Pope","Pope","Randy",1,0,1,0,0,0,NA,NA,NA,NA,-0.0700238,0.17350181,"12/14/2017",NA,1,1,1,0,"Mayor","276","Oakley","City of Oakley","1600000US0653070","653070","California","CA","4","9","6",35432,37.9939,-121.691,32,49.7,50.3,63.9,7.3,34.9,76.1,23.9,"http://www.ci.oakley.ca.us/departments/city-council/",NA,NA,NA,NA,NA
"277","277","Amy Thomas Howorth","Thomas Howorth","Amy",0,1,1,0,0,0,0,1,0,0,-0.1881921,0.16324924,"11/28/2017",NA,2,1,1,0,"Mayor","277","Manhattan Beach","City of Manhattan Beach","1600000US0645400","645400","California","CA","4","9","6",35135,33.8896,-118.397,40.9,50.1,49.9,84.5,0.8,6.9,67.1,32.9,"http://www.citymb.info/government/city-council",NA,NA,NA,"amyhoworth","https://twitter.com/amyhoworth"
"278","278","Ignacio Velazquez","Velazquez","Ignacio",1,0,0,0,1,0,1,0,NA,0,-0.0683737,0.1515662,"11/8/2016",NA,6,1,1,0,"Mayor","278","Hollister","City of Hollister","1600000US0634120","634120","California","CA","4","9","6",34928,36.8564,-121.398,30.8,49.7,50.3,59.4,1,65.7,61.2,38.8,"http://hollister.ca.gov/government/city-council/",NA,NA,NA,NA,NA
"279","279","Larry Schroeder","Schroeder","Larry",1,0,1,0,0,0,NA,NA,NA,NA,-0.1135622,0.14044804,"3/31/2017",NA,1,1,1,0,"Mayor","279","Claremont","City of Claremont","1600000US0613756","613756","California","CA","4","9","6",34926,34.1252,-117.714,38.6,46.9,53.1,70.6,4.7,19.8,66.3,33.7,"www.ci.claremont.ca.us/",NA,NA,NA,NA,NA
"280","280","Sergio Farias","Farias","Sergio",1,0,0,0,1,0,NA,NA,NA,NA,0.05471093,0.1599714,"12/5/2017",NA,1,1,1,0,"Mayor","280","San Juan Capistrano","City of San Juan Capistrano","1600000US0668028","668028","California","CA","4","9","6",34593,33.5006,-117.654,40.2,49.6,50.4,77.1,0.6,38.7,74.3,25.7,"http://sanjuancapistrano.org/Government/City-Council/Mayor-Sergio-Farias","sergiofariassjc","1737185509903969","https://www.facebook.com/sergiofariassjc/?ref=br_rs",NA,NA
"281","281","Janice Parvin","Parvin","Janice",0,1,1,0,0,0,NA,NA,NA,NA,-5.97e-05,0.14324865,"11/8/2016",63,10,1,1,0,"Mayor","281","Moorpark","City of Moorpark","1600000US0649138","649138","California","CA","4","9","6",34421,34.2859,-118.876,34.7,49.6,50.4,75.1,1.5,31.4,78,22,"http://moorparkca.gov/directory.aspx?eid=20","Mayor-Janice-Parvin-1700801930183464",NA,"https://www.facebook.com/Mayor-Janice-Parvin-1700801930183464/?ref=br_rs","parvinformayor","https://twitter.com/ParvinforMayor"
"282","282","John Heilman","Heilman","John",1,0,1,0,0,0,NA,NA,NA,NA,-0.5715264,0.1416996,"3/16/2017",NA,1,1,1,0,"Mayor","282","West Hollywood","City of West Hollywood","1600000US0684410","684410","California","CA","4","9","6",34399,34.0883,-118.372,40.4,56.2,43.8,84.2,3.2,10.5,22.1,77.9,"https://www.weho.org/city-hall/city-council","johnheilmanforcitycouncil","1552598388320992","https://www.facebook.com/johnheilmanforcitycouncil/?ref=br_rs","jheilmanweho","https://twitter.com/jheilmanweho"
"283","283","Lili Bosse","Bosse","Lili",0,1,1,0,0,0,0,1,0,0,-0.1168294,0.13231173,"3/24/2014",NA,1,1,1,0,"Mayor","283","Beverly Hills","City of Beverly Hills","1600000US0606308","606308","California","CA","4","9","6",34109,34.0792,-118.402,43.6,45.7,54.3,82.4,2.2,5.7,44.1,55.9,"https://www.beverlyhills.org/",NA,NA,NA,"lilibosse1","https://twitter.com/LiliBosse1"
"284","284","Curtis Morris","Morris","Curtis",1,0,1,0,0,0,NA,NA,NA,NA,-0.0964598,0.14706093,"3/7/2017",NA,19,1,1,0,"Mayor","284","San Dimas","City of San Dimas","1600000US0666070","666070","California","CA","4","9","6",33371,34.108,-117.809,42.6,47.5,52.5,72,3.2,31.4,72.8,27.2,"www.cityofsandimas.com/",NA,NA,NA,NA,NA
"285","285","Richard A. Viczorek","Viczorek","Richard A.",1,0,1,0,0,0,NA,NA,NA,NA,0.00644713,0.14185891,"11/4/2014",NA,4,1,1,0,"Mayor","285","Dana Point","City of Dana Point","1600000US0617946","617946","California","CA","4","9","6",33351,33.4605,-117.714,44.8,49.5,50.5,86.1,0.9,17,58.6,41.4,"http://www.danapoint.org/department/city-council/richard-a-viczorek",NA,NA,NA,NA,NA
"286","286","Timothy M. Flaherty","Flaherty","Timothy M.",1,0,1,0,0,0,NA,NA,NA,NA,-0.108546,0.15767873,"11/8/2016",34.27,6,1,NA,NA,"Mayor","286","Pleasant Hill","City of Pleasant Hill","1600000US0657764","657764","California","CA","4","9","6",33152,37.954,-122.076,40.7,48.5,51.5,74.9,2.1,12.1,61.8,38.2,"https://www.ci.pleasant-hill.ca.us/886/Timothy-M-Flaherty-Mayor",NA,NA,NA,NA,NA
"287","287","Ralph Rubio","Rubio","Ralph",1,0,0,0,1,0,0,0,1,0,-0.100212,0.15713438,"11/8/2016",41.82,6,1,1,0,"Mayor","287","Seaside","City of Seaside","1600000US0670742","670742","California","CA","4","9","6",33025,36.6251,-121.824,30.6,50.1,49.9,48.4,8.4,43.4,41.4,58.6,"https://www.ci.seaside.ca.us",NA,NA,NA,"electralphrubio","https://twitter.com/ElectRalphRubio"
"288","288","Robert Pullen-Miles","Pullen-Miles","Robert",1,0,0,1,0,0,NA,NA,NA,NA,-0.3224617,0.18237911,"4/8/2014",55.3,4,1,1,0,"Mayor","288","Lawndale","City of Lawndale","1600000US0640886","640886","California","CA","4","9","6",32769,33.8884,-118.353,31.9,50.3,49.7,43.6,10.1,61,34.4,65.6,"www.lawndalecity.org/","pullen4you","311016659044384","https://www.facebook.com/pullen4you/?ref=br_rs","pullen4you","https://twitter.com/Pullen4You"
"289","289","Ben Benoit","Benoit","Ben",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"11/4/2014",25.7,8,1,1,0,"Mayor","289","Wildomar","City of Wildomar","1600000US0685446","685446","California","CA","4","9","6",32176,33.6173,-117.258,34.6,49.4,50.6,69.5,3.3,35.3,73.3,26.7,"www.cityofwildomar.org/",NA,NA,NA,NA,NA
"290","290","Peter I. Ohtaki","Ohtaki","Peter I.",1,0,0,0,0,1,NA,NA,NA,NA,-0.1151826,0.14339377,"12/13/2017",NA,1,1,1,0,"Mayor","290","Menlo Park","City of Menlo Park","1600000US0646870","646870","California","CA","4","9","6",32026,37.4797,-122.148,38.7,48.4,51.6,70.2,4.8,18.4,56.1,43.9,"https://www.menlopark.org/","peterohtaki","135528903145833","https://www.facebook.com/peterohtaki/?ref=br_rs","pohtaki","https://twitter.com/pohtaki"
"291","291","Rich Kerr","Kerr","Rich",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,4,1,1,0,"Mayor","291","Adelanto","City of Adelanto","1600000US0600296","600296","California","CA","4","9","6",31765,34.586,-117.443,25.3,51.4,48.6,43.8,20.5,58.3,57.8,42.2,"www.adelantoca.gov/",NA,NA,NA,NA,NA
"292","292","Donald A. Kendrick","Kendrick","Donald A.",1,0,1,0,0,0,NA,NA,NA,NA,-0.032971,0.14023932,"3/7/2017",50.8,9,1,1,0,"Mayor","292","La Verne","City of La Verne","1600000US0640830","640830","California","CA","4","9","6",31063,34.1205,-117.77,42.9,47.3,52.7,74.2,3.4,31,74.5,25.5,"www.ci.la-verne.ca.us",NA,NA,NA,NA,NA
"293","293","Sam Hindi","Hindi","Sam",1,0,0,0,0,1,NA,NA,NA,NA,-0.1910908,0.14750601,"11/3/2015",NA,2,1,1,0,"Mayor","293","Foster City","City of Foster City","1600000US0625338","625338","California","CA","4","9","6",30567,37.5648,-122.251,39.3,48.3,51.7,45.5,1.9,6.5,57.9,42.1,"https://www.fostercity.org/","samhindi4citycouncil","1701404650081836","https://www.facebook.com/samhindi4citycouncil/?ref=br_rs","sam_hindi","https://twitter.com/sam_hindi"
"294","294","Mel Carruth","Carruth","Mel",0,1,1,0,0,0,NA,NA,NA,NA,9.44e-05,0.14147908,"12/12/2017",NA,1,1,1,0,"Mayor","294","Laguna Hills","City of Laguna Hills","1600000US0639220","639220","California","CA","4","9","6",30344,33.5915,-117.699,40.8,48.8,51.2,72.7,1.4,20.6,74.7,25.3,"https://www.ci.laguna-hills.ca.us/",NA,NA,NA,NA,NA
"295","295","Mary-Lynne Bernald","Bernald","Mary-Lynne",0,1,1,0,0,0,NA,NA,NA,NA,-0.1638535,0.15809195,"12/6/2017",NA,1,1,1,0,"Mayor","295","Saratoga","City of Saratoga","1600000US0670280","670280","California","CA","4","9","6",29926,37.2685,-122.025,47.8,48.9,51.1,53.9,0.3,3.5,86.2,13.8,"www.saratoga.ca.us/","Marylynne4Saratoga","205621989648672","https://www.facebook.com/Marylynne4Saratoga/?ref=br_rs",NA,NA
"296","296","Paula Perotte","Perotte","Paula",0,1,1,0,0,0,0,1,0,0,0.00452533,0.12818443,"12/7/2017",NA,2,1,1,0,"Mayor","296","Goleta","City of Goleta","1600000US0630378","630378","California","CA","4","9","6",29888,34.4349,-119.858,36.5,50.3,49.7,69.7,1.6,32.9,53.6,46.4,"www.cityofgoleta.org/",NA,NA,NA,NA,NA
"297","297","Steven W. Martin","Martin","Steven W.",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,4,1,1,0,"Mayor","297","Paso Robles","City of Paso Robles","1600000US0622300","622300","California","CA","4","9","6",29793,35.6407,-120.654,35.3,48.7,51.3,77.7,2.1,34.5,59.2,40.8,"www.prcity.com/",NA,NA,NA,NA,NA
"298","298","George Moyer","Moyer","George",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"12/12/2017",NA,4,1,1,0,"Mayor","298","Banning","City of Banning","1600000US0603820","603820","California","CA","4","9","6",29603,33.946,-116.899,42.3,48.3,51.7,64.7,7.3,41.1,68.4,31.6,"banning.ca.us/",NA,NA,NA,NA,NA
"299","299","Rob Rennie","Rennie","Rob",1,0,1,0,0,0,NA,NA,NA,NA,-0.0480506,0.14049855,"12/7/2017",NA,1,1,1,0,"Mayor","299","Los Gatos","City of Los Gatos","1600000US0644112","644112","California","CA","4","9","6",29413,37.233,-121.951,45,47.9,52.1,81.8,0.9,7.2,63,37,"https://www.losgatosca.gov","RobRennielgcouncil","851358291543341","https://www.facebook.com/RobRennielgcouncil/?ref=br_rs","robrenni","https://twitter.com/RobRenni"
"300","300","Ginger Gherardi","Gherardi","Ginger",0,1,1,0,0,0,NA,NA,NA,NA,-0.0168186,0.1719729,"12/5/2017",NA,1,1,1,0,"Mayor","300","Santa Paula","City of Santa Paula","1600000US0670042","670042","California","CA","4","9","6",29321,34.3525,-119.069,31.1,50.5,49.5,63,0.5,79.5,56.2,43.8,"www.ci.santa-paula.ca.us/",NA,NA,NA,NA,NA
"301","301","Mary Su","Su","Mary",0,1,0,0,0,1,NA,NA,NA,NA,-0.01005,0.14951241,"4/8/2014",NA,12,1,1,0,"Mayor","301","Walnut","City of Walnut","1600000US0683332","683332","California","CA","4","9","6",29172,34.0372,-117.856,43.1,49,51,23.7,2.8,19.1,88.3,11.7,"www.cityofwalnut.org/","Mary-Su-For-Walnut-492465880511",NA,"https://www.facebook.com/Mary-Su-For-Walnut-492465880511/?ref=br_rs",NA,NA
"302","302","Michael B. Hancock","Hancock","Michael B.",1,0,0,1,0,0,0,1,0,0,-0.4827817,0.05053094,"12/12/2017",NA,4,NA,0,1,"Mayor","302","Denver","City of Denver","1600000US0820000","820000","Colorado","CO","4","8","8",600158,39.7618,-104.881,33.7,50,50,68.9,10.2,31.8,50,50,"https://www.denver.org/","5280mayor","133024146715314","https://www.facebook.com/5280mayor/?ref=br_rs","mayorhancock","https://twitter.com/MayorHancock"
"303","303","John Suthers","Suthers","John",1,0,1,0,0,0,1,0,0,0,0.23397967,0.0628717,"5/19/2015",67.6,3,NA,0,1,"Mayor","303","Colorado Springs","City of Colorado Springs","1600000US0816000","816000","Colorado","CO","4","8","8",416427,38.8673,-104.761,34.9,49,51,78.8,6.3,16.1,60.1,39.9,"https://coloradosprings.gov/",NA,NA,NA,"johnsuthers","https://twitter.com/JohnSuthers"
"304","304","Steve Hogan","Hogan","Steve",1,0,1,0,0,0,1,0,0,0,0.03392707,0.07343829,"11/3/2015",100,7,NA,1,0,"Mayor","304","Aurora","City of Aurora","1600000US0804000","804000","Colorado","CO","4","8","8",325078,39.688,-104.69,33.2,49.2,50.8,61.1,15.7,28.7,59.9,40.1,"https://www.auroragov.org/","stevehoganauroramayor","120050064733416","https://www.facebook.com/stevehoganauroramayor/?ref=br_rs","hoganforaurora","https://twitter.com/HoganForAurora"
"305","305","Wade Troxell","Troxell","Wade",1,0,1,0,0,0,1,0,0,0,-0.2064391,0.08641764,"4/4/2017",57,3,NA,1,0,"Mayor","305","Fort Collins","City of Fort Collins","1600000US0827425","827425","Colorado","CO","4","8","8",143986,40.5482,-105.065,29.6,49.9,50.1,89,1.2,10.1,55.1,44.9,"https://www.fcgov.com/","voteforwade","179881732056771","https://www.facebook.com/voteforwade/?ref=br_rs","wadetroxell","https://twitter.com/wadetroxell"
"306","306","Adam A. Paul","Paul","Adam A.",1,0,1,0,0,0,NA,NA,NA,NA,0.04515329,0.08447619,"11/3/2015",NA,6,NA,1,0,"Mayor","306","Lakewood","City of Lakewood","1600000US0843000","843000","Colorado","CO","4","8","8",142980,39.6989,-105.118,39.2,48.9,51.1,82.9,1.6,22,58.9,41.1,"https://www.lakewood.org/","mayoradampaul","587992074667088","https://www.facebook.com/mayoradampaul/?ref=br_rs",NA,NA
"307","307","Heidi K. Williams","Williams","Heidi K.",0,1,1,0,0,0,NA,NA,NA,NA,-0.0229223,0.11573833,"11/3/2015",71.47,7,NA,1,0,"Mayor","307","Thornton","City of Thornton","1600000US0877290","877290","Colorado","CO","4","8","8",118772,39.918,-104.945,32,49.5,50.5,77.4,1.8,31.7,70.3,29.7,"https://www.cityofthornton.net/","Mayor-Heidi-Williams-275917925783328",NA,"https://www.facebook.com/Mayor-Heidi-Williams-275917925783328/?ref=br_rs","mayorheidi","https://twitter.com/mayorheidi https://twitter.com/HeidiKWilliams"
"308","308","Marc Williams","Williams","Marc",1,0,1,0,0,0,NA,NA,NA,NA,0.13809112,0.1029001,"11/3/2015",62,7,NA,1,0,"Mayor","308","Arvada","City of Arvada","1600000US0803455","803455","Colorado","CO","4","8","8",106433,39.8097,-105.107,40.5,48.8,51.2,89.8,0.9,13.7,73.3,26.7,"https://arvada.org/","MarcWilliamsforArvada","195854957124787","https://www.facebook.com/MarcWilliamsforArvada/?ref=br_rs",NA,NA
"309","309","Herb Atchison","Atchison","Herb",0,1,1,0,0,0,NA,NA,NA,NA,0.03040233,0.10778382,"11/7/2017",47.42,5,NA,1,0,"Mayor","309","Westminster","City of Westminster","1600000US0883835","883835","Colorado","CO","4","8","8",106114,39.8822,-105.064,35.1,49.6,50.4,82,1.4,20.7,65.4,34.6,"https://www.cityofwestminster.us/","MayorAtchison","411543708959065","https://www.facebook.com/MayorAtchison/?ref=br_rs",NA,NA
"310","310","Chris Nicoll","Nicoll","Chris",1,0,1,0,0,0,NA,NA,NA,NA,0.0774296,0.10872421,NA,NA,3,NA,1,0,"Council President","310","Pueblo","City of Pueblo","1600000US0862000","862000","Colorado","CO","4","8","8",106595,38.2731,-104.612,37.5,48.8,51.2,75.2,2.5,49.8,60.2,39.8,"https://www.pueblo.us/",NA,NA,NA,"chris_nicoll","https://twitter.com/Chris_Nicoll"
"311","311","Stephanie Piko","Piko","Stephanie",0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,"11/7/2017",NA,1,NA,1,0,"Mayor","311","Centennial","City of Centennial","1600000US0812815","812815","Colorado","CO","4","8","8",100377,39.5906,-104.869,41.1,49.2,50.8,87.3,3.3,7.4,83.5,16.5,"www.centennialco.gov/","pikoforcentennial","143185542421525","https://www.facebook.com/pikoforcentennial/?ref=br_rs","stephpiko","https://twitter.com/stephpiko"
"312","312","Suzanne Jones","Jones","Suzanne",0,1,1,0,0,0,NA,NA,NA,NA,-0.6782976,0.10205016,"11/21/2017",100,3,NA,1,0,"Mayor","312","Boulder","City of Boulder","1600000US0807850","807850","Colorado","CO","4","8","8",97385,40.0274,-105.252,28.7,51.3,48.7,88,0.9,8.7,47.7,52.3,"https://bouldercolorado.gov/",NA,NA,NA,NA,NA
"313","313","John Gates","Gates","John",1,0,1,0,0,0,NA,NA,NA,NA,0.16273418,0.11497223,"12/5/2017",NA,1,NA,1,0,"Mayor","313","Greeley","City of Greeley","1600000US0832155","832155","Colorado","CO","4","8","8",92889,40.4144,-104.771,29.8,49.1,50.9,79.1,1.7,36,56.6,43.4,"https://greeleygov.com/","gatesforgreeley","1878480062429038","https://www.facebook.com/gatesforgreeley/?ref=br_rs","garlandgates","https://twitter.com/garlandgates"
"314","314","Brian J. Bagley","Bagley","Brian J.",1,0,1,0,0,0,NA,NA,NA,NA,0.04064513,0.11738746,"11/7/2017",NA,1,NA,1,0,"Mayor","314","Longmont","City of Longmont","1600000US0845970","845970","Colorado","CO","4","8","8",86270,40.1699,-105.102,36.6,49.3,50.7,83.3,0.9,24.6,63.5,36.5,"https://www.longmontcolorado.gov/","bagleyformayor","843780359116838","https://www.facebook.com/bagleyformayor/?ref=br_rs",NA,NA
"315","315","Jacki Marsh","Marsh","Jacki",0,1,1,0,0,0,NA,NA,NA,NA,-0.0038197,0.1167137,"11/7/2017",NA,1,NA,1,0,"Mayor","315","Loveland","City of Loveland","1600000US0846465","846465","Colorado","CO","4","8","8",66859,40.4171,-105.062,38.7,48.3,51.7,91.5,0.6,11.7,65.9,34.1,"www.ci.loveland.co.us/","JackiForAllOfLoveland","166510117233907","https://www.facebook.com/JackiForAllOfLoveland/?ref=br_rs","jackimarshmayor","twitter.com/JackiMarshMayor"
"316","316","Randy Ahrens","Ahrens","Randy",1,0,1,0,0,0,NA,NA,NA,NA,0.18429035,0.12402502,"3/6/2017",NA,7,NA,NA,NA,"Mayor","316","Broomfield","City of Broomfield","1600000US0809280","809280","Colorado","CO","4","8","8",55889,39.9534,-105.052,36.4,49.6,50.4,86.1,1.1,11.1,72.4,27.6,"https://www.broomfield.org/","RandyAhrensForBroomfieldMayor","635359623159649","https://www.facebook.com/RandyAhrensForBroomfieldMayor/?ref=br_rs","ahrensmayor","https://twitter.com/ahrensmayor?lang=en"
"317","317","Rick Taggart","Taggart","Rick",1,0,1,0,0,0,NA,NA,NA,NA,0.20922337,0.13166288,"5/5/2017",NA,1,NA,1,0,"Mayor","317","Grand Junction","City of Grand Junction","1600000US0831660","831660","Colorado","CO","4","8","8",58566,39.0864,-108.569,36.7,49.4,50.6,88.7,0.8,13.9,62.4,37.6,"www.gjcity.org/",NA,NA,NA,NA,NA
"318","318","Jennifer Green","Green","Jennifer",0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,"11/7/2016",NA,2,NA,1,0,"Mayor","318","Castle Rock","Town of Castle Rock","1600000US0812415","812415","Colorado","CO","4","8","8",48231,39.3761,-104.853,33.8,49.6,50.4,90.7,1.1,10,76.3,23.7,"https://www.crgov.com/",NA,NA,NA,NA,NA
"319","319","Sean Ford","Ford","Sean",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"11/3/2015",60.9,7,NA,1,0,"Mayor","319","Commerce City","City of Commerce City","1600000US0816495","816495","Colorado","CO","4","8","8",45913,39.8835,-104.792,30.4,50.4,49.6,69.1,3.1,46.8,69.8,30.2,"www.c3gov.com/",NA,NA,NA,NA,NA
"320","320","Mike Waid","Waid","Mike",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"11/8/2016",64.3,6,NA,1,0,"Mayor","320","Parker","Town of Parker","1600000US0857630","857630","Colorado","CO","4","8","8",45297,39.5044,-104.773,33.6,49.4,50.6,90.1,1.5,8.2,76.1,23.9,"www.parkeronline.org/","MayorMikeWaid","101027960416443","https://www.facebook.com/MayorMikeWaid/?ref=br_rs","mikewaid","https://twitter.com/mikewaid?lang=en"
"321","321","Debbie Brinkman","Brinkman","Debbie",0,1,1,0,0,0,NA,NA,NA,NA,0.09821285,0.14136894,"11/3/2015",66.67,5,NA,1,0,"Mayor","321","Littleton","City of Littleton","1600000US0845255","845255","Colorado","CO","4","8","8",41737,39.5904,-105.02,41.3,48.3,51.7,89,1.4,12.4,61.9,38.1,"https://www.littletongov.org/",NA,NA,NA,NA,NA
"322","322","Carol Dodge","Dodge","Carol",0,1,1,0,0,0,NA,NA,NA,NA,-0.1325925,0.15036783,"11/7/2017",53.4,1,NA,1,0,"Mayor","322","Northglenn","City of Northglenn","1600000US0854330","854330","Colorado","CO","4","8","8",35789,39.9112,-104.979,33.1,49.8,50.2,76.6,2.3,30.6,58.5,41.5,"https://www.northglenn.org/",NA,NA,NA,"caroldodge17","https://twitter.com/caroldodge17?lang=en"
"323","323","Ken Kreutzer","Kreutzer","Ken",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,"12/5/2017",NA,1,NA,1,0,"Mayor","323","Brighton","City of Brighton","1600000US0808675","808675","Colorado","CO","4","8","8",33352,39.9685,-104.795,32.2,50.6,49.4,77.4,1.5,40.5,69.6,30.4,"https://www.brightonco.gov/",NA,NA,NA,"kenk4mayor","https://twitter.com/KenK4Mayor?lang=en"
"324","324","Joe Jefferson","Jefferson","Joe",1,0,1,0,0,0,NA,NA,NA,NA,-0.2256098,0.16345277,"11/22/2017",NA,2,NA,NA,NA,"Mayor","324","Englewood","City of Englewood","1600000US0824785","824785","Colorado","CO","4","8","8",30255,39.6469,-104.994,37.1,50,50,84.4,2.2,18.1,49.1,50.9,"www.englewoodco.gov/",NA,NA,NA,NA,NA
"325","325","Bud Starker","Starker","Bud",1,0,1,0,0,0,NA,NA,NA,NA,0.00535847,0.17225582,"11/7/2017",NA,1,NA,1,0,"Mayor","325","Wheat Ridge","City of Wheat Ridge","1600000US0884440","884440","Colorado","CO","4","8","8",30166,39.7723,-105.103,43.7,48.6,51.4,85.6,1.2,20.9,54.6,45.4,"https://www.ci.wheatridge.co.us/","Bud4Mayor",NA,"https://www.facebook.com/BudForMayor/",NA,NA
"326","326","Joe Ganim","Ganim","Joe",1,0,1,0,0,1,0,1,0,0,-0.591475,0.10955293,"11/3/2015",59,3,NA,0,1,"Mayor","326","Bridgeport","City of Bridgeport","1600000US0908000","908000","Connecticut","CT","1","1","9",144229,41.1874,-73.1957,32.6,48.5,51.5,39.6,34.6,38.2,42.6,57.4,"https://www.bridgeportct.gov/","Mayorganim",NA,"https://www.facebook.com/Mayorganim/?ref=br_rs","mayorganim","https://twitter.com/MayorGanim?lang=en"
"327","327","Toni N. Harp","Harp","Toni N.",0,1,1,0,0,1,0,1,0,0,-0.7642259,0.10874389,"11/7/2017",73,5,NA,0,1,"Mayor","327","New Haven","City of New Haven","1600000US0952000","952000","Connecticut","CT","1","1","9",129779,41.3108,-72.925,29.9,48.2,51.8,42.6,35.4,27.4,29.5,70.5,"https://www.newhavenct.gov/","MayorHarp","205702736286649","https://www.facebook.com/MayorHarp/?ref=br_rs","mayorharp","https://twitter.com/MayorHarp?lang=en"
"328","328","Luke Bronin","Bronin","Luke",1,0,1,0,0,0,0,1,0,0,-0.6569459,0.12520605,"11/3/2015",76,3,NA,0,1,"Mayor","328","Hartford","City of Hartford","1600000US0937000","937000","Connecticut","CT","1","1","9",124775,41.766,-72.6833,30.2,48.3,51.7,29.8,38.7,43.4,24.4,75.6,"www.hartford.gov/","MayorBronin","455541584635159","https://www.facebook.com/MayorBronin/?ref=br_rs","mayorbronin","https://twitter.com/MayorBronin?lang=en"
"329","329","David Martin","Martin","David",1,0,1,0,0,0,0,1,0,0,-0.3479895,0.11015819,"11/7/2017",61,5,NA,0,1,"Mayor","329","Stamford","City of Stamford","1600000US0973000","973000","Connecticut","CT","1","1","9",122643,41.0799,-73.546,37.1,49.3,50.7,65,13.9,23.8,55.3,44.7,"https://www.stamfordct.gov/",NA,NA,NA,"martinformayor","https://twitter.com/MartinForMayor?lang=en"
"330","330","Neil M. O'Leary","O'Leary","Neil M.",1,0,1,0,0,0,0,1,0,0,-0.201902,0.11677907,"11/5/2013",NA,7,NA,0,1,"Mayor","330","Waterbury","City of Waterbury","1600000US0980000","980000","Connecticut","CT","1","1","9",110366,41.5585,-73.0367,35.2,47.6,52.4,58.8,20.1,31.2,47,53,"www.waterburyct.org/","mayoroleary","191587517525677","https://www.facebook.com/mayoroleary/?ref=br_rs","mayoroleary","https://twitter.com/MayorOLeary?lang=en"
"331","331","Harry Rilling","Rilling","Harry",0,1,1,0,0,0,0,1,0,0,-0.3214909,0.11791241,"11/7/2017",55.4,5,NA,0,1,"Mayor","331","Norwalk","City of Norwalk","1600000US0955990","955990","Connecticut","CT","1","1","9",85603,41.0927,-73.4198,38.2,49,51,68.7,14.2,24.3,62.4,37.6,"https://www.norwalkct.org/",NA,NA,NA,"hwrilling","https://twitter.com/HWRilling?lang=en"
"332","332","Mark D. Boughton","Boughton","Mark D.",1,0,1,0,0,0,1,0,0,0,-0.3339519,0.11472785,"11/7/2017",68,17,NA,0,1,"Mayor","332","Danbury","City of Danbury","1600000US0918430","918430","Connecticut","CT","1","1","9",80893,41.4018,-73.4723,36.2,49.1,50.9,68.2,7.2,25,60.7,39.3,"https://www.danbury-ct.gov/","TeamBoughton","301888418632","https://www.facebook.com/TeamBoughton/?ref=br_rs","mayormark","https://twitter.com/MayorMark?lang=en"
"333","333","Erin E. Stewart","Stewart","Erin E.",0,1,1,0,0,0,1,0,0,0,-0.357123,0.12767377,"11/7/2017",NA,5,NA,0,1,"Mayor","333","New Britain","City of New Britain","1600000US0950370","950370","Connecticut","CT","1","1","9",73206,41.6766,-72.7862,32.6,48.5,51.5,63.6,13,36.8,42.9,57.1,"www.newbritainct.gov/","ErinStewartCT","255911837768328","https://www.facebook.com/ErinStewartCT/?ref=br_rs","erinstewartct","https://twitter.com/erinstewartct?lang=en"
